Coefficients of X_phi on Y_psi for E7

             |E7 E7(a1) E7(a2) E6 E7(a3)(11) E7(a3) E6(a1)(11) E6(a1) D6 E7(a4)(11) E7(a4) A6 D5+A1 D6(a1) E7(a5)(111) E7(a5)(21) E7(a5)     D5 D6(a2) E6(a3)(11) E6(a3)    A5' D5(a1)+A1 A5+A1  A4+A2 D5(a1)(11)     D5(a1) A4+A1(11)      A4+A1          A5''      D4+A1    A3+A2+A1       A4(11)             A4 A3+A2(11)           A3+A2               D4 D4(a1)+A1(11)        D4(a1)+A1 D4(a1)(111)    D4(a1)(21)           D4(a1)           A3+2A1             (A3+A1)'               2A2+A1                  (A3+A1)''                         2A2                          A3                     A2+3A1                      A2+2A1                A2+A1(11)                                A2+A1                                    4A1                               A2(11)                                               A2                                             3A1'                                                          3A1''                                                                  2A1                                                                                         A1                                                                                                                                    1
_____________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
Xphi{512,11} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          1             0          0           1            x              1         0           x^2+1                0           x^2           2x^2+1           0          2x^2       x^4+2x^2+1       x^4+2x^2+1          3x^4+4x^2+1          3x^4+2x^2+1           2x^6+3x^4+2x^2+1        x^8+3x^6+5x^4+2x^2+1        x^8+4x^6+6x^4+4x^2+1       x^8+2x^6+4x^4+2x^2+1       4x^8+7x^6+6x^4+2x^2+1      x^11+4x^9+5x^7+2x^5          4x^10+7x^8+8x^6+6x^4+2x^2+1      2x^12+6x^10+7x^8+8x^6+6x^4+2x^2+1           3x^13+6x^11+7x^9+6x^7+2x^5       3x^14+8x^12+13x^10+13x^8+10x^6+6x^4+2x^2+1 x^16+5x^14+11x^12+15x^10+13x^8+10x^6+6x^4+2x^2+1      x^20+2x^18+6x^16+8x^14+9x^12+12x^10+9x^8+8x^6+6x^4+2x^2+1      3x^20+8x^18+16x^16+22x^14+23x^12+22x^10+15x^8+10x^6+6x^4+2x^2+1 x^28+3x^26+10x^24+19x^22+27x^20+35x^18+38x^16+35x^14+30x^12+24x^10+15x^8+10x^6+6x^4+2x^2+1 2x^40+4x^38+7x^36+13x^34+19x^32+26x^30+35x^28+41x^26+46x^24+51x^22+50x^20+48x^18+45x^16+37x^14+30x^12+24x^10+15x^8+10x^6+6x^4+2x^2+1
Xphi{105,12} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             1          0           0            0              1         0               1                0             1                1           0             1                1                1                    2                    1              x^6+x^4+x^2+1               x^6+x^4+x^2+1               x^6+x^4+x^2+2                          1               x^6+x^4+x^2+1          x^9+x^7+x^5+x^3                   x^8+2x^6+x^4+x^2+1                     x^8+2x^6+x^4+x^2+1               x^11+2x^9+2x^7+x^5+x^3                  x^12+2x^10+3x^8+3x^6+2x^4+x^2+1                  x^12+2x^10+3x^8+3x^6+2x^4+x^2+1                 x^18+x^16+x^14+3x^12+2x^10+2x^8+3x^6+x^4+x^2+1                    x^18+2x^16+3x^14+5x^12+5x^10+4x^8+4x^6+2x^4+x^2+1                        x^24+2x^22+4x^20+6x^18+7x^16+8x^14+8x^12+6x^10+5x^8+4x^6+2x^4+x^2+1                            x^36+x^34+2x^32+4x^30+5x^28+6x^26+9x^24+9x^22+10x^20+11x^18+10x^16+9x^14+9x^12+6x^10+5x^8+4x^6+2x^4+x^2+1
Xphi{84,12}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          1           1            0              0         0               1                1             0                1           0             0                1            x^2+1                x^2+1                x^2+1                  x^4+x^2+1                   x^4+x^2+1                   x^4+x^2+1              x^6+x^4+x^2+1              x^6+2x^4+x^2+1                      x^5                  x^8+2x^6+2x^4+x^2+1         x^12+x^10+2x^8+2x^6+2x^4+x^2+1                          x^9+x^7+x^5                   x^12+x^10+2x^8+3x^6+2x^4+x^2+1                 2x^12+2x^10+3x^8+3x^6+2x^4+x^2+1                     x^16+x^14+3x^12+2x^10+3x^8+2x^6+2x^4+x^2+1                         2x^16+2x^14+5x^12+4x^10+4x^8+3x^6+2x^4+x^2+1                         x^24+x^22+3x^20+4x^18+6x^16+6x^14+7x^12+5x^10+4x^8+3x^6+2x^4+x^2+1                               x^36+x^34+2x^32+3x^30+4x^28+5x^26+7x^24+7x^22+8x^20+8x^18+8x^16+7x^14+7x^12+5x^10+4x^8+3x^6+2x^4+x^2+1
Xphi{210,13} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           1            0              0         0               1                0             0                1           0             0                1            x^2+1                x^2+1            x^4+x^2+1                  x^4+x^2+1              x^6+2x^4+x^2+1                   x^4+x^2+1             x^6+2x^4+x^2+1             3x^6+3x^4+x^2+1                 2x^7+x^5                 2x^8+4x^6+3x^4+x^2+1        x^12+2x^10+3x^8+4x^6+3x^4+x^2+1                        2x^9+3x^7+x^5                  x^12+3x^10+5x^8+5x^6+3x^4+x^2+1            x^14+4x^12+5x^10+6x^8+5x^6+3x^4+x^2+1              x^18+2x^16+3x^14+4x^12+5x^10+4x^8+4x^6+3x^4+x^2+1                  2x^18+5x^16+7x^14+10x^12+9x^10+7x^8+5x^6+3x^4+x^2+1                  3x^24+5x^22+9x^20+13x^18+15x^16+14x^14+14x^12+10x^10+7x^8+5x^6+3x^4+x^2+1        x^40+x^38+3x^36+5x^34+7x^32+10x^30+14x^28+15x^26+19x^24+20x^22+20x^20+20x^18+19x^16+15x^14+14x^12+10x^10+7x^8+5x^6+3x^4+x^2+1
Xphi{336,14} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            1              0         0               0                0             x                x           x            2x                x                x                   3x                    x                 x^5+2x^3+x                  x^5+2x^3+x            x^7+2x^5+4x^3+3x                      x^3+x             x^7+2x^5+3x^3+x      x^10+2x^8+3x^6+2x^4                2x^9+3x^7+3x^5+3x^3+x                  2x^9+3x^7+3x^5+3x^3+x      x^14+3x^12+5x^10+5x^8+4x^6+2x^4                2x^13+5x^11+7x^9+7x^7+5x^5+3x^3+x                2x^13+5x^11+7x^9+7x^7+5x^5+3x^3+x              x^19+x^17+3x^15+5x^13+4x^11+6x^9+5x^7+3x^5+3x^3+x               2x^19+5x^17+9x^15+13x^13+13x^11+12x^9+9x^7+5x^5+3x^3+x          x^27+3x^25+7x^23+13x^21+18x^19+22x^17+24x^15+22x^13+18x^11+14x^9+9x^7+5x^5+3x^3+x           x^39+3x^37+5x^35+9x^33+14x^31+18x^29+24x^27+29x^25+31x^23+34x^21+34x^19+31x^17+29x^15+24x^13+18x^11+14x^9+9x^7+5x^5+3x^3+x
Xphi{420,13} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              1         0               1                0             1                1           0         x^2+1            x^2+1                1               2x^2+2                x^2+1              x^6+x^4+x^2+1            2x^6+2x^4+2x^2+1            2x^6+4x^4+3x^2+2                  x^4+x^2+1            3x^6+4x^4+2x^2+1       2x^9+4x^7+3x^5+x^3           x^10+3x^8+5x^6+4x^4+2x^2+1             x^10+3x^8+5x^6+4x^4+2x^2+1        x^13+4x^11+6x^9+6x^7+3x^5+x^3          x^14+4x^12+8x^10+10x^8+8x^6+5x^4+2x^2+1          x^14+5x^12+8x^10+10x^8+8x^6+5x^4+2x^2+1             x^18+3x^16+4x^14+6x^12+7x^10+6x^8+6x^6+4x^4+2x^2+1         x^20+4x^18+9x^16+14x^14+17x^12+17x^10+13x^8+9x^6+5x^4+2x^2+1        2x^26+6x^24+12x^22+19x^20+26x^18+29x^16+29x^14+26x^12+20x^10+14x^8+9x^6+5x^4+2x^2+1    x^40+2x^38+5x^36+9x^34+14x^32+20x^30+27x^28+32x^26+38x^24+41x^22+42x^20+41x^18+38x^16+32x^14+27x^12+20x^10+14x^8+9x^6+5x^4+2x^2+1
Xphi{84,15}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         1               0                0             0                0           0             0                0                0                    x                    x                          0                   x^5+x^3+x                           x                          x                   x^5+x^3+x                  x^6+x^4                        x^7+x^5+x^3+x                          x^7+x^5+x^3+x                          x^8+x^6+x^4                              x^9+2x^7+2x^5+x^3+x                   x^13+x^11+2x^9+2x^7+2x^5+x^3+x                                   x^13+x^11+x^9+2x^7+x^5+x^3+x                          x^17+2x^15+3x^13+4x^11+3x^9+3x^7+2x^5+x^3+x                              x^23+2x^21+4x^19+5x^17+6x^15+6x^13+5x^11+4x^9+3x^7+2x^5+x^3+x                               x^37+x^35+2x^33+3x^31+4x^29+5x^27+7x^25+7x^23+8x^21+8x^19+8x^17+7x^15+7x^13+5x^11+4x^9+3x^7+2x^5+x^3+x
Xphi{378,14} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               1                0             1                1           0             1                1                1                x^2+2                x^2+1                  x^4+x^2+1             x^6+2x^4+2x^2+1                 2x^4+2x^2+2                  x^4+x^2+1            2x^6+4x^4+2x^2+1        x^9+3x^7+3x^5+x^3                2x^8+4x^6+4x^4+2x^2+1             x^10+3x^8+4x^6+4x^4+2x^2+1             2x^11+4x^9+5x^7+3x^5+x^3                2x^12+5x^10+8x^8+7x^6+5x^4+2x^2+1           x^14+4x^12+7x^10+9x^8+7x^6+5x^4+2x^2+1             x^18+2x^16+4x^14+5x^12+6x^10+6x^8+5x^6+4x^4+2x^2+1              3x^18+7x^16+12x^14+15x^12+15x^10+12x^8+8x^6+5x^4+2x^2+1          x^26+4x^24+9x^22+16x^20+22x^18+26x^16+26x^14+23x^12+18x^10+13x^8+8x^6+5x^4+2x^2+1    x^40+2x^38+5x^36+8x^34+13x^32+18x^30+24x^28+29x^26+34x^24+36x^22+38x^20+36x^18+34x^16+29x^14+24x^12+18x^10+13x^8+8x^6+5x^4+2x^2+1
Xphi{105,15} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                1             0                0           0             0                1                0                    1                    1                          0                           1                   x^4+x^2+1                          1                   x^4+x^2+1                  x^5+x^3                        x^6+x^4+x^2+1                          x^6+x^4+x^2+1                      x^9+x^7+x^5+x^3                   x^12+x^10+2x^8+3x^6+2x^4+x^2+1                   x^12+x^10+2x^8+3x^6+2x^4+x^2+1                                   x^12+x^10+x^8+2x^6+x^4+x^2+1                          x^16+2x^14+4x^12+4x^10+4x^8+4x^6+2x^4+x^2+1                         x^24+x^22+3x^20+5x^18+6x^16+7x^14+8x^12+6x^10+5x^8+4x^6+2x^4+x^2+1                            x^36+x^34+2x^32+4x^30+5x^28+6x^26+9x^24+9x^22+10x^20+11x^18+10x^16+9x^14+9x^12+6x^10+5x^8+4x^6+2x^4+x^2+1
Xphi{189,17} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             1                0           1             1                0                0                    1                    0                        x^2                         x^2                  x^4+2x^2+1                          0                     x^4+x^2         x^9+x^7+2x^5+x^3                          x^6+x^4+x^2                            x^6+x^4+x^2        x^13+2x^11+3x^9+3x^7+2x^5+x^3                    x^12+2x^10+3x^8+3x^6+2x^4+x^2                    x^12+2x^10+3x^8+3x^6+2x^4+x^2                        x^16+x^14+2x^12+2x^10+2x^8+2x^6+x^4+x^2                      x^18+3x^16+5x^14+6x^12+7x^10+5x^8+4x^6+2x^4+x^2                x^26+2x^24+5x^22+7x^20+11x^18+12x^16+13x^14+11x^12+9x^10+6x^8+4x^6+2x^4+x^2                 x^38+2x^36+4x^34+6x^32+9x^30+12x^28+15x^26+17x^24+19x^22+19x^20+19x^18+17x^16+15x^14+12x^12+9x^10+6x^8+4x^6+2x^4+x^2
Xphi{405,15} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                1           0             1                1                1                    2                    1                  x^4+x^2+1                   x^4+x^2+1                 2x^4+2x^2+2                  x^4+x^2+1             x^6+3x^4+2x^2+1            2x^7+2x^5+x^3                2x^8+4x^6+4x^4+2x^2+1             x^10+3x^8+4x^6+4x^4+2x^2+1             2x^11+4x^9+5x^7+3x^5+x^3                2x^12+5x^10+8x^8+7x^6+5x^4+2x^2+1                3x^12+6x^10+9x^8+7x^6+5x^4+2x^2+1             x^18+2x^16+4x^14+5x^12+6x^10+6x^8+5x^6+4x^4+2x^2+1              2x^18+6x^16+11x^14+15x^12+15x^10+13x^8+8x^6+5x^4+2x^2+1          x^26+4x^24+9x^22+16x^20+22x^18+27x^16+27x^14+25x^12+19x^10+14x^8+8x^6+5x^4+2x^2+1    x^40+2x^38+5x^36+8x^34+14x^32+19x^30+26x^28+31x^26+37x^24+39x^22+41x^20+39x^18+37x^16+31x^14+26x^12+19x^10+14x^8+8x^6+5x^4+2x^2+1
Xphi{35,22}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           1             0                0                0                    0                    0                          0                           0                         x^2                          0                           0                      x^5                                    0                                      0                     x^13+x^9+x^7+x^5                                              x^6                                              x^6                                                            x^8                                               x^16+x^12+x^10+x^8+x^6                                       x^24+x^22+x^20+2x^18+2x^16+2x^14+2x^12+2x^10+x^8+x^6                                                  x^34+x^32+2x^30+2x^28+3x^26+3x^24+4x^22+3x^20+4x^18+3x^16+3x^14+2x^12+2x^10+x^8+x^6
Xphi{280,18} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             1                0                0                    1                    0                          0                         x^2                  x^4+2x^2+1                        x^2                    x^4+2x^2             x^7+2x^5+x^3                    x^8+x^6+2x^4+2x^2                      x^8+x^6+2x^4+2x^2             2x^11+3x^9+3x^7+3x^5+x^3                   x^12+3x^10+5x^8+4x^6+3x^4+2x^2                   x^12+3x^10+5x^8+4x^6+3x^4+2x^2                          2x^14+2x^12+2x^10+4x^8+2x^6+2x^4+2x^2                     x^18+3x^16+7x^14+9x^12+9x^10+9x^8+5x^6+3x^4+2x^2            x^26+2x^24+6x^22+11x^20+14x^18+18x^16+19x^14+16x^12+13x^10+10x^8+5x^6+3x^4+2x^2           2x^38+3x^36+5x^34+10x^32+13x^30+17x^28+23x^26+25x^24+27x^22+30x^20+27x^18+25x^16+23x^14+17x^12+13x^10+10x^8+5x^6+3x^4+2x^2
Xphi{315,16} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                1                0                    1                    1                          0                       x^4+1                   x^4+x^2+1                      x^4+1                  3x^4+x^2+1             x^7+2x^5+x^3                      3x^6+3x^4+x^2+1                    x^8+3x^6+3x^4+x^2+1                   2x^9+4x^7+2x^5+x^3                  x^12+3x^10+5x^8+6x^6+4x^4+x^2+1                 2x^12+4x^10+6x^8+6x^6+4x^4+x^2+1                     x^16+x^14+3x^12+4x^10+3x^8+4x^6+3x^4+x^2+1                  x^18+4x^16+7x^14+11x^12+12x^10+9x^8+7x^6+4x^4+x^2+1                3x^24+6x^22+11x^20+17x^18+20x^16+20x^14+20x^12+15x^10+10x^8+7x^6+4x^4+x^2+1      x^40+x^38+4x^36+7x^34+10x^32+15x^30+21x^28+23x^26+29x^24+31x^22+31x^20+31x^18+29x^16+23x^14+21x^12+15x^10+10x^8+7x^6+4x^4+x^2+1
Xphi{216,16} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                1                    1                    1                      x^2+1                       x^2+1                       x^2+1                  x^4+x^2+1                 2x^4+2x^2+1                  x^5+x^3                     2x^6+3x^4+2x^2+1             x^10+2x^8+3x^6+3x^4+2x^2+1                    x^9+2x^7+2x^5+x^3                       x^10+3x^8+4x^6+4x^4+2x^2+1                 x^12+3x^10+5x^8+5x^6+4x^4+2x^2+1                   x^16+2x^14+3x^12+4x^10+4x^8+4x^6+3x^4+2x^2+1                        2x^16+5x^14+7x^12+9x^10+8x^8+6x^6+4x^4+2x^2+1                  x^24+3x^22+6x^20+10x^18+13x^16+15x^14+14x^12+12x^10+9x^8+6x^6+4x^4+2x^2+1             x^38+2x^36+4x^34+6x^32+9x^30+12x^28+15x^26+18x^24+20x^22+21x^20+21x^18+20x^16+18x^14+15x^12+12x^10+9x^8+6x^6+4x^4+2x^2+1
Xphi{280,17} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    1                    1                          0                       x^2+1                       x^2+1                      x^2+1                  x^4+3x^2+1                2x^5+2x^3                      x^6+2x^4+3x^2+1                   x^8+2x^6+2x^4+3x^2+1                   x^9+2x^7+3x^5+2x^3                       x^10+3x^8+5x^6+4x^4+3x^2+1                 x^12+3x^10+5x^8+6x^6+4x^4+3x^2+1                         x^14+3x^12+2x^10+4x^8+4x^6+2x^4+3x^2+1                      2x^16+5x^14+9x^12+10x^10+10x^8+8x^6+4x^4+3x^2+1                 x^24+3x^22+8x^20+12x^18+16x^16+19x^14+18x^12+15x^10+12x^8+8x^6+4x^4+3x^2+1           x^38+3x^36+4x^34+8x^32+12x^30+15x^28+20x^26+24x^24+25x^22+28x^20+28x^18+25x^16+24x^14+20x^12+15x^10+12x^8+8x^6+4x^4+3x^2+1
Xphi{70,18}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    1                          0                           1                           0                          1                       x^2+1                      x^3                                x^2+1                              x^6+x^2+1                                  x^3                                    x^6+x^4+x^2+1                          x^10+x^8+2x^6+x^4+x^2+1                                           x^12+x^10+2x^6+x^2+1                                 x^14+2x^12+3x^10+2x^8+3x^6+x^4+x^2+1                                     x^20+3x^18+3x^16+5x^14+5x^12+4x^10+3x^8+3x^6+x^4+x^2+1                                 x^36+x^34+x^32+3x^30+3x^28+4x^26+6x^24+6x^22+6x^20+8x^18+6x^16+6x^14+6x^12+4x^10+3x^8+3x^6+x^4+x^2+1
Xphi{189,20} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          1                           1                           1                          0                           1                    x^3+x                            x^4+x^2+1                              x^4+x^2+1                      x^7+2x^5+2x^3+x                             x^8+2x^6+3x^4+2x^2+1                             x^8+2x^6+3x^4+2x^2+1                           x^14+x^12+2x^10+2x^8+2x^6+2x^4+x^2+1                              2x^14+3x^12+5x^10+6x^8+5x^6+4x^4+2x^2+1                          x^22+3x^20+6x^18+9x^16+11x^14+12x^12+11x^10+9x^8+6x^6+4x^4+2x^2+1                    x^36+2x^34+4x^32+6x^30+9x^28+12x^26+15x^24+17x^22+19x^20+19x^18+19x^16+17x^14+15x^12+12x^10+9x^8+6x^6+4x^4+2x^2+1
Xphi{168,21} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           1                           0                          0                           1                    x^3+x                                x^2+1                                  x^2+1                           x^5+2x^3+x                                  x^6+2x^4+2x^2+1                             x^8+2x^6+2x^4+2x^2+1                                   x^12+x^10+x^8+2x^6+x^4+x^2+1                               x^14+3x^12+4x^10+5x^8+5x^6+3x^4+2x^2+1                                2x^20+5x^18+7x^16+10x^14+11x^12+9x^10+8x^8+6x^6+3x^4+2x^2+1                    x^36+2x^34+3x^32+6x^30+8x^28+10x^26+14x^24+15x^22+16x^20+18x^18+16x^16+15x^14+14x^12+10x^10+8x^8+6x^6+3x^4+2x^2+1
Xphi{210,21} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           1                          0                           1                    x^3+x                                x^2+1                                  x^2+1                      x^7+2x^5+2x^3+x                             x^8+2x^6+3x^4+2x^2+1                             x^8+2x^6+3x^4+2x^2+1                                   x^12+x^10+x^8+2x^6+x^4+x^2+1                               x^14+3x^12+5x^10+6x^8+6x^6+4x^4+2x^2+1                         x^22+3x^20+6x^18+9x^16+12x^14+13x^12+12x^10+10x^8+7x^6+4x^4+2x^2+1                  x^36+2x^34+4x^32+7x^30+10x^28+13x^26+17x^24+19x^22+21x^20+22x^18+21x^16+19x^14+17x^12+13x^10+10x^8+7x^6+4x^4+2x^2+1
Xphi{105,21} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          1                           1                        0                                x^2+1                          x^6+x^4+x^2+1                                  x^3                                    x^6+x^4+x^2+1                              x^8+2x^6+2x^4+x^2+1                                   x^12+x^10+x^8+2x^6+x^4+x^2+1                                     2x^12+3x^10+3x^8+4x^6+2x^4+x^2+1                                    x^20+3x^18+4x^16+6x^14+7x^12+6x^10+5x^8+4x^6+2x^4+x^2+1                            x^36+x^34+2x^32+4x^30+5x^28+6x^26+9x^24+9x^22+10x^20+11x^18+10x^16+9x^14+9x^12+6x^10+5x^8+4x^6+2x^4+x^2+1
Xphi{189,22} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           1                        x                                x^2+1                              x^4+x^2+1                            x^5+x^3+x                                  x^6+2x^4+2x^2+1                             x^8+2x^6+3x^4+2x^2+1                                  x^12+x^10+2x^8+x^6+2x^4+x^2+1                                    3x^12+4x^10+6x^8+5x^6+4x^4+2x^2+1                               2x^20+4x^18+8x^16+10x^14+12x^12+11x^10+9x^8+6x^6+4x^4+2x^2+1                    x^36+2x^34+4x^32+6x^30+9x^28+12x^26+15x^24+17x^22+19x^20+19x^18+19x^16+17x^14+15x^12+12x^10+9x^8+6x^6+4x^4+2x^2+1
Xphi{105,26} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        1                                    0                                      0                            x^4+x^2+1                                            x^3+x                                            x^3+x                                                        x^7+x^3                                            x^11+x^9+3x^7+2x^5+2x^3+x                                         x^19+2x^17+4x^15+5x^13+6x^11+6x^9+5x^7+3x^5+2x^3+x                                    x^33+2x^31+3x^29+5x^27+7x^25+8x^23+10x^21+11x^19+11x^17+11x^15+10x^13+8x^11+7x^9+5x^7+3x^5+2x^3+x
Xphi{120,25} | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    1                                      1                                x^3+x                                        x^4+x^2+1                                        x^4+x^2+1                                                 x^10+x^6+x^4+1                                           2x^10+2x^8+3x^6+3x^4+x^2+1                                         2x^18+3x^16+5x^14+7x^12+7x^10+6x^8+5x^6+3x^4+x^2+1                               x^34+x^32+3x^30+5x^28+6x^26+9x^24+11x^22+11x^20+13x^18+13x^16+11x^14+11x^12+9x^10+6x^8+5x^6+3x^4+x^2+1
Xphi{15,28}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    0                                      1                                    0                                                0                                                1                                                          x^4+1                                                                x^4+1                                                                         x^12+x^8+x^6+x^4+1                                                                         x^28+x^24+x^22+x^20+x^18+2x^16+x^14+2x^12+x^10+x^8+x^6+x^4+1
Xphi{21,33}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    0                                      0                                    1                                                0                                                0                                                              0                                                                  x^3                                                                  x^15+x^11+x^9+x^7+x^5+x^3                                                                  x^27+x^25+x^23+2x^21+2x^19+2x^17+3x^15+2x^13+2x^11+2x^9+x^7+x^5+x^3
Xphi{56,30}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    0                                      0                                    0                                                1                                                1                                                              0                                                        x^6+x^4+x^2+1                                                      x^14+2x^12+3x^10+3x^8+3x^6+2x^4+x^2+1                                                 x^30+x^28+2x^26+3x^24+4x^22+5x^20+6x^18+6x^16+6x^14+6x^12+5x^10+4x^8+3x^6+2x^4+x^2+1
Xphi{35,31}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    0                                      0                                    0                                                0                                                1                                                              0                                                            x^4+x^2+1                                                             x^12+x^10+2x^8+2x^6+2x^4+x^2+1                                                       x^28+x^26+2x^24+2x^22+3x^20+3x^18+4x^16+3x^14+4x^12+3x^10+3x^8+2x^6+2x^4+x^2+1
Xphi{21,36}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    0                                      0                                    0                                                0                                                0                                                              1                                                                    1                                                                          x^8+x^6+x^4+x^2+1                                                                     x^24+x^22+x^20+2x^18+2x^16+2x^14+3x^12+2x^10+2x^8+2x^6+x^4+x^2+1
Xphi{27,37}  | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    0                                      0                                    0                                                0                                                0                                                              0                                                                    1                                                                         x^8+x^6+2x^4+x^2+1                                                                   x^24+x^22+2x^20+2x^18+3x^16+3x^14+3x^12+3x^10+3x^8+2x^6+2x^4+x^2+1
Xphi{7,46}   | 0      0      0  0          0      0          0      0  0          0      0  0     0      0           0          0      0      0      0          0      0      0         0     0      0          0          0         0          0             0          0           0            0              0         0               0                0             0                0           0             0                0                0                    0                    0                          0                           0                           0                          0                           0                        0                                    0                                      0                                    0                                                0                                                0                                                              0                                                                    0                                                                                          1                                                                                                         x^16+x^12+x^10+x^8+x^6+x^4+1
